Date,Symbol,Buy_Price,Buy_Level
2020-06-12 00:00:00-04:00,XLG,22.355710976723657,1.0000000000000009%
2020-06-12 00:00:00-04:00,XLG,22.12989571433251,2.0000000000000018%
2020-06-12 00:00:00-04:00,XLG,21.90408045194136,3.0000000000000027%
2020-06-16 00:00:00-04:00,XLG,22.834804886145132,1.0000000000000009%
2020-06-16 00:00:00-04:00,XLG,22.604150291335586,2.0000000000000018%
2020-06-17 00:00:00-04:00,XLG,22.73594250895322,1.0000000000000009%
2020-06-19 00:00:00-04:00,XLG,22.892787644655165,1.0000000000000009%
2020-06-19 00:00:00-04:00,XLG,22.661547365416226,2.0000000000000018%
2020-06-24 00:00:00-04:00,XLG,22.838731800737108,1.0000000000000009%
2020-06-24 00:00:00-04:00,XLG,22.608037540123604,2.0000000000000018%
2020-06-26 00:00:00-04:00,XLG,22.5964331086416,1.0000000000000009%
2020-06-26 00:00:00-04:00,XLG,22.36818630956441,2.0000000000000018%
2020-07-09 00:00:00-04:00,XLG,23.689626666979215,1.0000000000000009%
2020-07-13 00:00:00-04:00,XLG,23.97580407619365,1.0000000000000009%
2020-07-13 00:00:00-04:00,XLG,23.73362423704018,2.0000000000000018%
2020-07-15 00:00:00-04:00,XLG,23.98248213276043,1.0000000000000009%
2020-07-21 00:00:00-04:00,XLG,24.315395995785302,1.0000000000000009%
2020-07-23 00:00:00-04:00,XLG,24.08359606467272,1.0000000000000009%
2020-07-23 00:00:00-04:00,XLG,23.840327417554814,2.0000000000000018%
2020-07-31 00:00:00-04:00,XLG,24.115073514682056,1.0000000000000009%
2020-08-11 00:00:00-04:00,XLG,24.826697867265594,1.0000000000000009%
2020-09-03 00:00:00-04:00,XLG,26.829925645920795,1.0000000000000009%
2020-09-03 00:00:00-04:00,XLG,26.558916295962,2.0000000000000018%
2020-09-03 00:00:00-04:00,XLG,26.2879069460032,3.0000000000000027%
2020-09-03 00:00:00-04:00,XLG,26.016897596044405,4.0000000000000036%
2020-09-04 00:00:00-04:00,XLG,25.90558040920105,1.0000000000000009%
2020-09-04 00:00:00-04:00,XLG,25.64390787981518,2.0000000000000018%
2020-09-04 00:00:00-04:00,XLG,25.382235350429312,3.0000000000000027%
2020-09-10 00:00:00-04:00,XLG,25.664236212630335,1.0000000000000009%
2020-09-10 00:00:00-04:00,XLG,25.40500150341185,2.0000000000000018%
2020-09-10 00:00:00-04:00,XLG,25.14576679419336,3.0000000000000027%
2020-09-11 00:00:00-04:00,XLG,25.099514142806434,1.0000000000000009%
2020-09-16 00:00:00-04:00,XLG,25.399050760323732,1.0000000000000009%
2020-09-18 00:00:00-04:00,XLG,24.835284193264616,1.0000000000000009%
2020-09-18 00:00:00-04:00,XLG,24.584422736766996,2.0000000000000018%
2020-09-23 00:00:00-04:00,XLG,24.714138458256937,1.0000000000000009%
2020-09-23 00:00:00-04:00,XLG,24.46450069605232,2.0000000000000018%
2020-09-23 00:00:00-04:00,XLG,24.214862933847705,3.0000000000000027%
